Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/19;fev/19;mar/19;abr/19;mai/19;jun/19;jul/19;ago/19;set/19;out/19;nov/19;dez/19
86490;ACOSTUMADO ALIMENTOS LTDA;ACOSTUMADO ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;47,703
86491;DELFIN;CLINICA DELFIN GONZALEZ MIRANDA S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;117,275
86491;DELFIN;CLINICA DELFIN GONZALEZ MIRANDA S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;54,590
86491;DELFIN;CLINICA DELFIN GONZALEZ MIRANDA S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;78,929
86501;CYKLOP;CYKLOP DO BRASIL EMBALAGENS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;200,672
86501;CYKLOP;CYKLOP DO BRASIL EMBALAGENS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;138,494
86501;CYKLOP;CYKLOP DO BRASIL EMBALAGENS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;137,634
86502;JOHNSON ELECTRIC;JOHNSON ELECTRIC AUTOMOTIVO BRASIL LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;59,737
86502;JOHNSON ELECTRIC;JOHNSON ELECTRIC AUTOMOTIVO BRASIL LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;47,369
86502;JOHNSON ELECTRIC;JOHNSON ELECTRIC AUTOMOTIVO BRASIL LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;45,520
86504;SANTA CASA PRESIDENTE PRUDENTE;SANTA CASA DE MISERICORDIA DE PRESIDENTE PRUDENTE;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;125,995
86504;SANTA CASA PRESIDENTE PRUDENTE;SANTA CASA DE MISERICORDIA DE PRESIDENTE PRUDENTE;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;79,028
86504;SANTA CASA PRESIDENTE PRUDENTE;SANTA CASA DE MISERICORDIA DE PRESIDENTE PRUDENTE;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;89,614
86510;WMGINOEI;WHITE MARTINS GASES INDUSTRIAIS DO NORTE LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;728,344;757,470
86510;WMGINOEI;WHITE MARTINS GASES INDUSTRIAIS DO NORTE LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;373,401;394,490
86510;WMGINOEI;WHITE MARTINS GASES INDUSTRIAIS DO NORTE LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;301,196;335,853
86516;USC - EDP;UNIAO SOCIAL CAMILIANA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;15,541;16,887;17,641;14,274
86516;USC - EDP;UNIAO SOCIAL CAMILIANA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;19,221;21,780;31,425;15,980
86516;USC - EDP;UNIAO SOCIAL CAMILIANA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;37,273;44,921;31,089;24,771
86517;USC - TRINITY;UNIAO SOCIAL CAMILIANA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;12,397;14,373;16,096;10,860
86517;USC - TRINITY;UNIAO SOCIAL CAMILIANA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;15,597;17,307;21,195;14,988
86517;USC - TRINITY;UNIAO SOCIAL CAMILIANA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;40,317;46,753;30,812;17,975
86521;SCANCOM;SCANCOM DO BRASIL LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;132,898
86521;SCANCOM;SCANCOM DO BRASIL LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;48,918
86521;SCANCOM;SCANCOM DO BRASIL LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;67,576
86534;SYL FREIOS;GK 108 INDUSTRIAL DE PARTES DE AUTO PECAS S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;77,440
86534;SYL FREIOS;GK 108 INDUSTRIAL DE PARTES DE AUTO PECAS S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;77,279
86534;SYL FREIOS;GK 108 INDUSTRIAL DE PARTES DE AUTO PECAS S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;73,052
86535;GOIAS RENDERING;GOIAS RENDERING S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;189,887
86535;GOIAS RENDERING;GOIAS RENDERING S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;74,020
86535;GOIAS RENDERING;GOIAS RENDERING S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;72,662
86547;RETAIL PARK;RETAIL PARK CSL 01 EMPREENDIMENTOS IMOBILIARIOS S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;39,999
86547;RETAIL PARK;RETAIL PARK CSL 01 EMPREENDIMENTOS IMOBILIARIOS S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;14,061
86547;RETAIL PARK;RETAIL PARK CSL 01 EMPREENDIMENTOS IMOBILIARIOS S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;46,961
86552;INPASA CL;INPASA AGROINDUSTRIAL S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;18,458;23,348;78,595;84,287;46,586
86552;INPASA CL;INPASA AGROINDUSTRIAL S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;3,809;9,623;31,947;72,356;23,462
86552;INPASA CL;INPASA AGROINDUSTRIAL S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,170;12,594;73,574;70,245;9,161
86555;GECAL SERRA;GECAL SERRA INDUSTRIA E COMERCIO DE PRODUTOS MINERAIS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;146,509;177,676;127,348;151,911
86555;GECAL SERRA;GECAL SERRA INDUSTRIA E COMERCIO DE PRODUTOS MINERAIS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;72,533;91,445;68,245;80,651
86555;GECAL SERRA;GECAL SERRA INDUSTRIA E COMERCIO DE PRODUTOS MINERAIS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;96,726;119,568;62,350;67,987
86556;SHOPPING PARAGEM;CONDOMINIO DO COMPLEXO IMOBILIARIO PARAGEM;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;40,463;36,877;46,820;46,988
86556;SHOPPING PARAGEM;CONDOMINIO DO COMPLEXO IMOBILIARIO PARAGEM;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;30,583;33,467;39,370;40,648
86556;SHOPPING PARAGEM;CONDOMINIO DO COMPLEXO IMOBILIARIO PARAGEM;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;59,127;69,208;47,956;51,072
86557;PILAR GLASS;GLASS FORT INDUSTRIA E COMERCIO DE VIDROS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;22,030
86557;PILAR GLASS;GLASS FORT INDUSTRIA E COMERCIO DE VIDROS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;14,616
86557;PILAR GLASS;GLASS FORT INDUSTRIA E COMERCIO DE VIDROS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;34,153
86562;BOM LIXO;BOMLIXO INDUSTRIA E COMERCIO EIRELI;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;69,936
86562;BOM LIXO;BOMLIXO INDUSTRIA E COMERCIO EIRELI;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;25,614
86562;BOM LIXO;BOMLIXO INDUSTRIA E COMERCIO EIRELI;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;33,475
86565;BELA VISTA TIJOLOS;BELA VISTA TIJOLOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;94,947;63,217
86565;BELA VISTA TIJOLOS;BELA VISTA TIJOLOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;38,159;29,356
86565;BELA VISTA TIJOLOS;BELA VISTA TIJOLOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;46,397;33,633
86567;THERMAS DO VALE;ASSOC CULTURAL RECR E ESPORT VALE DO PARAIBA ACREVALE;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;68,514
86567;THERMAS DO VALE;ASSOC CULTURAL RECR E ESPORT VALE DO PARAIBA ACREVALE;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;28,711
86567;THERMAS DO VALE;ASSOC CULTURAL RECR E ESPORT VALE DO PARAIBA ACREVALE;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;49,449
86571;REQUIPH INDUSTRIA;REQUIPH INDUSTRIA E COMERCIO DE EQUIP HIDRAULICOS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;44,189
86571;REQUIPH INDUSTRIA;REQUIPH INDUSTRIA E COMERCIO DE EQUIP HIDRAULICOS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;58,412
86571;REQUIPH INDUSTRIA;REQUIPH INDUSTRIA E COMERCIO DE EQUIP HIDRAULICOS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;71,097
86572;REQUIPH METALURGICA;REQUIPH METALURGICA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;54,947
86572;REQUIPH METALURGICA;REQUIPH METALURGICA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;48,103
86572;REQUIPH METALURGICA;REQUIPH METALURGICA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;53,357
86573;ADLER PTI;ADLER PTI S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;52,414;46,980
86573;ADLER PTI;ADLER PTI S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;44,927;38,548
86573;ADLER PTI;ADLER PTI S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;73,304;63,598
86575;IBIS COPACABANA POSTO 5;PERFORMANCE CARIOCA ADMINISTRACAO DE HOTEIS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;47,348
86575;IBIS COPACABANA POSTO 5;PERFORMANCE CARIOCA ADMINISTRACAO DE HOTEIS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;26,665
86575;IBIS COPACABANA POSTO 5;PERFORMANCE CARIOCA ADMINISTRACAO DE HOTEIS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;19,772
86576;ZANCHETTA FOODS;ZANCHETTA INDUSTRIA DE ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;337,290;377,111;344,303;413,572
86576;ZANCHETTA FOODS;ZANCHETTA INDUSTRIA DE ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;213,586;232,095;248,249;248,975
86576;ZANCHETTA FOODS;ZANCHETTA INDUSTRIA DE ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;392,387;426,819;305,201;303,067
86578;TATICO SETOR CENTRO OESTE;CENTRO OESTE COMERCIAL DE ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;132,306;152,303;158,135
86578;TATICO SETOR CENTRO OESTE;CENTRO OESTE COMERCIAL DE ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;69,765;60,348;83,740
86578;TATICO SETOR CENTRO OESTE;CENTRO OESTE COMERCIAL DE ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;108,551;92,512;99,342
86580;EBS BALTIMORE;GLORIA PARTICIPACOES S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;11,144;11,382
86580;EBS BALTIMORE;GLORIA PARTICIPACOES S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,867;6,321
86580;EBS BALTIMORE;GLORIA PARTICIPACOES S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;5,384;5,326
86581;AMAGIL;NHSILVA INDUSTRIA E EXPORTACAO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;75,547
86581;AMAGIL;NHSILVA INDUSTRIA E EXPORTACAO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;18,910
86581;AMAGIL;NHSILVA INDUSTRIA E EXPORTACAO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;60,566
86582;IDC CE SE/CO;POLIMIX CONCRETO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;30,357;25,755;24,923
86582;IDC CE SE/CO;POLIMIX CONCRETO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;21,370;17,655;18,213
86582;IDC CE SE/CO;POLIMIX CONCRETO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;71,192;47,709;31,410
86583;ICC CE SE/CO;POLIMIX CONCRETO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;35,657;37,059;36,565
86583;ICC CE SE/CO;POLIMIX CONCRETO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;28,007;25,592;25,995
86583;ICC CE SE/CO;POLIMIX CONCRETO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;92,141;82,860;76,669
86600;MARCO POLO;MARCO POLO TEXTIL INDUSTRIA E COMERCIO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;59,806
86600;MARCO POLO;MARCO POLO TEXTIL INDUSTRIA E COMERCIO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;51,378
86600;MARCO POLO;MARCO POLO TEXTIL INDUSTRIA E COMERCIO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;56,110
86608;ARKEMA COATEX BR;ARKEMA COATEX BRASIL INDUSTRIA E COMERCIO LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;42,639
86608;ARKEMA COATEX BR;ARKEMA COATEX BRASIL INDUSTRIA E COMERCIO LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;32,332
86608;ARKEMA COATEX BR;ARKEMA COATEX BRASIL INDUSTRIA E COMERCIO LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;30,625
86609;AKG DO BRASIL;AKG DO BRASIL - DESENVOLVIMENTO E COMERCIALIZACAO DE SISTEMAS TERMODINAMICOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;33,978
86609;AKG DO BRASIL;AKG DO BRASIL - DESENVOLVIMENTO E COMERCIALIZACAO DE SISTEMAS TERMODINAMICOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;23,577
86609;AKG DO BRASIL;AKG DO BRASIL - DESENVOLVIMENTO E COMERCIALIZACAO DE SISTEMAS TERMODINAMICOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;21,894
86611;FRANPACK EMBALAGENS;FRANPACK INDUSTRIA E COMERCIO DE EMBALAGENS EIRELI;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;10,654;12,587;6,713
86611;FRANPACK EMBALAGENS;FRANPACK INDUSTRIA E COMERCIO DE EMBALAGENS EIRELI;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;12,335;12,818;9,778
86611;FRANPACK EMBALAGENS;FRANPACK INDUSTRIA E COMERCIO DE EMBALAGENS EIRELI;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;36,882;26,008;19,459
86612;COFINA;TINTURARIA E ESTAMPARIA COFINA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;71,011;73,200
86612;COFINA;TINTURARIA E ESTAMPARIA COFINA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;58,405;52,455
86612;COFINA;TINTURARIA E ESTAMPARIA COFINA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;55,508;50,013
86618;PLANTEC;PLANTEC POLIMEROS INDUSTRIAL LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;51,949;40,867
86618;PLANTEC;PLANTEC POLIMEROS INDUSTRIAL LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;37,106;29,712
86618;PLANTEC;PLANTEC POLIMEROS INDUSTRIAL LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;42,699;34,142
86619;VEDAX;VEDAX EQUIPAMENTOS HIDRAULICOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;152,183
86619;VEDAX;VEDAX EQUIPAMENTOS HIDRAULICOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;86,699
86619;VEDAX;VEDAX EQUIPAMENTOS HIDRAULICOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;75,671
86622;GWEST;GWEST S/A ADMINISTRACAO E PARTICIPACOES;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;41,235;40,313
86622;GWEST;GWEST S/A ADMINISTRACAO E PARTICIPACOES;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;30,285;30,323
86622;GWEST;GWEST S/A ADMINISTRACAO E PARTICIPACOES;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;28,030;27,158
86625;CL PAU A PIQUE;MINERACAO APOENA S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;274,523;258,683;277,597;293,476
86625;CL PAU A PIQUE;MINERACAO APOENA S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;132,246;135,069;141,299;159,440
86625;CL PAU A PIQUE;MINERACAO APOENA S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;177,375;186,719;118,436;136,990
86626;CL SAO FRANCISCO;MINERACAO APOENA S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;195,129;185,617;200,679;172,944
86626;CL SAO FRANCISCO;MINERACAO APOENA S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;96,817;103,108;117,399;109,274
86626;CL SAO FRANCISCO;MINERACAO APOENA S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;133,953;145,415;102,354;95,046
86633;SYNGENTA S;SYNGENTA SEEDS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;158,071;132,778;475,320
86633;SYNGENTA S;SYNGENTA SEEDS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;109,021;89,614;269,387
86633;SYNGENTA S;SYNGENTA SEEDS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;165,764;83,935;235,993
86635;NEDEL CITRICOS;NEDEL CITRICOS INDUSTRIA E COMERCIO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;42,599
86635;NEDEL CITRICOS;NEDEL CITRICOS INDUSTRIA E COMERCIO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;18,052
86635;NEDEL CITRICOS;NEDEL CITRICOS INDUSTRIA E COMERCIO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;24,042
86636;CREMOSO;CREMOSO ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;25,549
86636;CREMOSO;CREMOSO ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;15,487
86636;CREMOSO;CREMOSO ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;24,125
86637;NKS;NKS IMPORTACOES E EXPORTACOES INDUSTRIA E COMERCIO DE CALCADOS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;23,325
86637;NKS;NKS IMPORTACOES E EXPORTACOES INDUSTRIA E COMERCIO DE CALCADOS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;30,596
86637;NKS;NKS IMPORTACOES E EXPORTACOES INDUSTRIA E COMERCIO DE CALCADOS LTDA.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;55,978
86639;TECNOVACUM;TECNOVACUM TRATAMENTO TERMICO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;27,671
86639;TECNOVACUM;TECNOVACUM TRATAMENTO TERMICO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;17,848
86639;TECNOVACUM;TECNOVACUM TRATAMENTO TERMICO LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;20,631
86640;BERTOLINI BSA;BERTOLINI SISTEMAS DE ARMAZENAGEM S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;32,851
86640;BERTOLINI BSA;BERTOLINI SISTEMAS DE ARMAZENAGEM S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;43,334
86640;BERTOLINI BSA;BERTOLINI SISTEMAS DE ARMAZENAGEM S/A;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;42,660
86641;CERAMICA ALM UN2 EI;CERAMICA ALMEIDA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;123,617;135,007;136,410;149,117;110,112
86641;CERAMICA ALM UN2 EI;CERAMICA ALMEIDA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;75,774;78,278;81,264;89,497;66,618
86641;CERAMICA ALM UN2 EI;CERAMICA ALMEIDA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;145,524;124,435;127,690;101,903;75,415
86642;CERAMICA ALM UN3 EI;CERAMICA ALMEIDA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;10,898;480,733;540,742;565,628;573,441
86642;CERAMICA ALM UN3 EI;CERAMICA ALMEIDA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;4,943;200,363;235,248;250,321;259,300
86642;CERAMICA ALM UN3 EI;CERAMICA ALMEIDA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;10,016;270,609;314,243;240,776;250,666
86643;CERAMICA ALM UN1 EI;CERAMICA ALMEIDA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,696;3,623;3,933;4,524;4,389
86643;CERAMICA ALM UN1 EI;CERAMICA ALMEIDA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,941;1,841;2,095;2,518;2,513
86643;CERAMICA ALM UN1 EI;CERAMICA ALMEIDA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,909;2,597;2,843;2,103;2,107
86645;SEARA MATRIZ EI SE 5;SEARA ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;69,771;69,531;72,109
86645;SEARA MATRIZ EI SE 5;SEARA ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;27,710;22,617;24,815
86645;SEARA MATRIZ EI SE 5;SEARA ALIMENTOS LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;51,562;42,592;43,194
86651;DOMOLIA CL 514;SOCIEDADE EXTRATIVA DOLOMIA LIMITADA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;285,388;223,537;286,799;284,590;245,113
86651;DOMOLIA CL 514;SOCIEDADE EXTRATIVA DOLOMIA LIMITADA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;145,539;118,580;140,321;118,470;93,473
86651;DOMOLIA CL 514;SOCIEDADE EXTRATIVA DOLOMIA LIMITADA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;210,023;167,117;190,378;167,557;144,302
86652;GSA MOGI;GERDAU S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1.004,619;887,175;666,812;722,171;887,440
86652;GSA MOGI;GERDAU S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;435,471;446,904;404,300;432,194;509,164
86652;GSA MOGI;GERDAU S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;835,451;608,568;569,691;411,631;466,908
86657;ACAI BELLO FRUTO;BELLO FRUTO INDUSTRIA, COMERCIO, IMPORTACAO & EXPORTACAO DE POLPAS DA AMAZONIA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;83,716;104,453;51,399
86657;ACAI BELLO FRUTO;BELLO FRUTO INDUSTRIA, COMERCIO, IMPORTACAO & EXPORTACAO DE POLPAS DA AMAZONIA LTDA;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;42,789;59,043;34,554
