Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/19;fev/19;mar/19;abr/19;mai/19;jun/19;jul/19;ago/19;set/19;out/19;nov/19;dez/19
68089;ECOPISTAS;CONCESSIONARIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A - ECOPISTAS;;62,715;54,611;55,015;45,123;41,647;37,961;41,328;40,156;43,405;46,660;52,895;56,290
68089;ECOPISTAS;CONCESSIONARIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A - ECOPISTAS;;67,428;56,393;56,587;70,852;81,124;66,548;80,176;75,469;64,755;72,962;51,956;57,752
68090;NSO;INDUSTRIA DE BORRACHAS NSO LTDA;;42,247;40,418;42,402;38,216;42,097;37,201;35,389;35,527;38,418;44,782;43,598;34,366
68090;NSO;INDUSTRIA DE BORRACHAS NSO LTDA;;33,466;32,296;31,464;24,948;24,357;19,982;23,529;22,895;24,023;28,367;30,882;26,510
68090;NSO;INDUSTRIA DE BORRACHAS NSO LTDA;;35,111;32,952;30,301;42,181;52,224;42,127;49,031;47,775;39,022;43,215;31,165;26,561
68091;DIAGNOSE;DIAGNOSE CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;;27,433;27,962;33,216;29,568;27,809;26,687;22,980;23,498;27,154;28,049;30,548;30,653
68091;DIAGNOSE;DIAGNOSE CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;;24,938;23,951;22,496;19,531;18,617;15,639;16,856;16,052;17,301;19,575;22,933;23,456
68091;DIAGNOSE;DIAGNOSE CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;;28,326;27,731;27,069;36,622;43,954;35,022;41,052;36,115;31,496;36,243;27,516;28,638
68092;SUOMINEN BRASIL;SUOMINEN BRASIL INDUSTRIA E COMERCIO DE NAO-TECIDOS LTDA.;;404,034;384,875;396,217;247,670;285,105;301,165;263,546;343,421;387,806;320,371;305,175;237,182
68092;SUOMINEN BRASIL;SUOMINEN BRASIL INDUSTRIA E COMERCIO DE NAO-TECIDOS LTDA.;;230,401;204,057;198,765;125,510;126,848;124,426;115,280;138,158;182,352;160,183;185,907;137,998
68092;SUOMINEN BRASIL;SUOMINEN BRASIL INDUSTRIA E COMERCIO DE NAO-TECIDOS LTDA.;;200,086;171,546;158,514;178,658;242,432;216,410;216,617;240,078;231,689;223,566;182,569;122,334
68093;PREVEMAX;PREVEMAX INDUSTRIA E COMERCIO DE EMBALAGENS E DISTRIBUIDORA DE EPI S LTDA;;0,000;0,000;0,000;0,000;0,000;66,791;68,116;86,659;83,916;90,065;103,166;87,862
68093;PREVEMAX;PREVEMAX INDUSTRIA E COMERCIO DE EMBALAGENS E DISTRIBUIDORA DE EPI S LTDA;;0,000;0,000;0,000;0,000;0,000;33,037;40,117;43,095;46,542;51,590;61,071;49,734
68093;PREVEMAX;PREVEMAX INDUSTRIA E COMERCIO DE EMBALAGENS E DISTRIBUIDORA DE EPI S LTDA;;0,000;0,000;0,000;0,000;0,000;63,902;87,474;81,038;65,739;73,131;51,589;41,004
68095;OPEN MALL;NL - NEGOCIOS IMOBILIARIOS LTDA;;32,538;31,975;40,002;35,145;30,016;30,364;22,699;28,124;33,477;33,021;38,289;36,682
68095;OPEN MALL;NL - NEGOCIOS IMOBILIARIOS LTDA;;34,356;30,836;33,091;25,849;21,040;17,437;17,290;19,681;27,822;28,355;36,088;34,618
68095;OPEN MALL;NL - NEGOCIOS IMOBILIARIOS LTDA;;43,182;36,243;36,154;47,930;58,788;43,956;49,995;55,112;54,655;57,936;41,947;41,155
68096;GTB FOODS;GTB EMPREENDIMENTOS S.A.;;580,001;515,874;581,955;496,873;492,868;476,655;0,000;0,000;0,000;0,000;0,000;0,000
68096;GTB FOODS;GTB EMPREENDIMENTOS S.A.;;324,352;275,218;306,245;260,674;261,835;230,673;0,000;0,000;0,000;0,000;0,000;0,000
68096;GTB FOODS;GTB EMPREENDIMENTOS S.A.;;394,598;314,002;331,748;409,441;494,241;426,527;0,000;0,000;0,000;0,000;0,000;0,000
68098;FACULDADES ALFA;CENTRO EDUCACIONAL ALVES FARIA LTDA.;;26,165;27,785;42,158;35,120;28,320;26,197;18,207;26,650;34,964;41,636;46,005;38,341
68098;FACULDADES ALFA;CENTRO EDUCACIONAL ALVES FARIA LTDA.;;24,892;55,639;59,537;38,806;20,800;14,365;12,064;18,780;41,593;42,196;59,647;36,193
68098;FACULDADES ALFA;CENTRO EDUCACIONAL ALVES FARIA LTDA.;;45,098;43,691;47,746;67,321;78,749;48,274;34,088;76,068;78,357;79,857;47,609;38,221
68100;BBA QUIMICA;BBA INDUSTRIA QUIMICA LTDA.;;92,209;107,922;111,662;93,826;111,641;107,242;100,713;124,632;105,596;122,595;106,250;70,328
68100;BBA QUIMICA;BBA INDUSTRIA QUIMICA LTDA.;;80,595;86,050;82,096;63,525;61,198;53,756;59,849;63,829;73,158;83,325;89,702;60,083
68100;BBA QUIMICA;BBA INDUSTRIA QUIMICA LTDA.;;84,771;87,449;86,854;106,547;151,816;139,086;154,224;161,430;127,122;141,692;93,705;64,089
68101;JUVENTUS;CLUBE ATLETICO JUVENTUS;;72,086;64,321;83,405;66,315;56,394;52,321;46,312;52,212;59,718;58,365;63,009;59,161
68101;JUVENTUS;CLUBE ATLETICO JUVENTUS;;58,721;52,882;58,034;42,408;29,557;23,131;26,175;25,766;38,616;40,263;47,450;42,272
68101;JUVENTUS;CLUBE ATLETICO JUVENTUS;;57,018;47,591;49,804;68,701;81,297;60,196;67,094;72,674;59,765;65,098;39,643;36,455
68102;FOA;FUNDACAO OSWALDO ARANHA;;32,855;36,301;43,813;42,741;38,452;36,279;27,947;33,812;37,536;39,630;37,256;34,579
68102;FOA;FUNDACAO OSWALDO ARANHA;;38,080;80,218;73,717;47,370;28,389;20,087;19,015;22,448;41,218;46,174;65,154;41,246
68102;FOA;FUNDACAO OSWALDO ARANHA;;74,182;90,203;85,141;118,937;131,185;71,093;57,030;84,760;97,330;110,963;73,936;54,206
68105;REBICA;REBICA INDUSTRIA E COMERCIO LTDA;;85,095;85,084;77,738;72,061;62,343;38,704;36,954;30,379;59,197;74,890;69,793;45,494
68105;REBICA;REBICA INDUSTRIA E COMERCIO LTDA;;56,421;49,616;39,819;43,851;30,468;21,872;28,987;25,180;32,803;39,389;37,193;27,066
68105;REBICA;REBICA INDUSTRIA E COMERCIO LTDA;;64,106;58,565;42,288;60,100;55,460;52,016;58,044;61,506;57,941;62,852;50,597;42,609
68107;UNIMED LITORAL;UNIMED LITORAL COOPERATIVA DE TRABALHO MEDICO LTDA;;166,244;144,129;162,284;135,748;118,320;115,492;96,178;99,073;105,231;117,474;137,844;149,620
68107;UNIMED LITORAL;UNIMED LITORAL COOPERATIVA DE TRABALHO MEDICO LTDA;;114,531;89,930;90,222;72,211;58,829;50,551;49,660;47,566;54,594;66,817;80,681;87,936
68107;UNIMED LITORAL;UNIMED LITORAL COOPERATIVA DE TRABALHO MEDICO LTDA;;125,669;94,198;92,247;113,301;121,910;99,546;106,603;100,208;84,086;108,491;83,690;90,302
68108;MARBRASA NORTE;MARBRASA NORTE MINERADORA LTDA;;66,673;58,933;69,067;69,554;74,072;75,311;62,396;62,021;72,153;75,468;84,149;83,390
68108;MARBRASA NORTE;MARBRASA NORTE MINERADORA LTDA;;144,487;122,763;125,063;112,000;105,104;93,481;113,350;101,641;105,525;124,929;153,617;155,181
68108;MARBRASA NORTE;MARBRASA NORTE MINERADORA LTDA;;135,995;125,017;124,360;202,765;223,563;201,653;249,068;220,170;195,224;216,230;148,191;144,803
68111;TIGRE MATERIAIS CL S;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;;1.222,874;1.102,034;1.177,469;1.056,708;1.108,670;1.158,711;1.136,500;1.344,044;1.455,400;1.353,462;1.428,051;1.111,605
68111;TIGRE MATERIAIS CL S;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;;852,311;758,423;792,621;628,319;562,723;511,005;579,199;636,096;746,314;743,476;854,038;711,357
68111;TIGRE MATERIAIS CL S;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;;805,125;719,402;750,199;964,269;1.178,648;1.041,948;1.278,105;1.312,218;1.083,684;1.127,709;784,583;667,634
68112;TIGRE MATERIAIS CL SE;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;;2.539,785;2.218,615;2.562,919;2.175,562;2.440,416;2.498,645;2.356,751;2.532,241;2.666,783;2.867,410;2.859,452;2.172,305
68112;TIGRE MATERIAIS CL SE;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;;1.565,417;1.315,149;1.347,786;1.115,255;1.156,882;1.047,505;1.153,146;1.163,293;1.387,095;1.497,778;1.635,927;1.251,377
68112;TIGRE MATERIAIS CL SE;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;;1.349,377;1.118,977;1.106,889;1.553,555;2.336,192;1.922,889;2.404,342;2.323,758;1.942,452;2.098,107;1.439,859;1.119,914
68119;LULI RODEIO;LULI INDUSTRIA E COMERCIO DE CONFECCOES EIRELI - EM RECUPERACAO JUDICIAL;;26,866;32,175;37,962;33,569;30,031;30,222;33,313;41,315;47,730;41,646;39,716;21,653
68119;LULI RODEIO;LULI INDUSTRIA E COMERCIO DE CONFECCOES EIRELI - EM RECUPERACAO JUDICIAL;;26,604;29,727;29,971;25,702;26,434;21,015;26,412;27,466;29,083;28,672;31,885;19,314
68119;LULI RODEIO;LULI INDUSTRIA E COMERCIO DE CONFECCOES EIRELI - EM RECUPERACAO JUDICIAL;;36,553;39,060;39,230;56,892;66,791;51,632;63,551;61,024;56,441;57,582;44,764;26,264
68121;REBIC;REBIC EMBALAGENS INDUSTRIA E COMERCIO LTDA;;205,181;232,772;214,380;179,852;211,663;203,461;199,815;245,137;249,597;307,447;238,113;262,580
68121;REBIC;REBIC EMBALAGENS INDUSTRIA E COMERCIO LTDA;;139,311;111,409;97,118;102,717;115,771;92,312;107,403;116,710;122,992;162,920;162,176;171,757
68121;REBIC;REBIC EMBALAGENS INDUSTRIA E COMERCIO LTDA;;171,337;144,115;147,066;176,672;253,435;186,647;229,820;221,295;179,314;236,410;173,819;169,945
68123;SANTA MARIA AUTOPRODUTOR I5;SANTA MARIA CIA DE PAPEL E CELULOSE;;2.656,117;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
68123;SANTA MARIA AUTOPRODUTOR I5;SANTA MARIA CIA DE PAPEL E CELULOSE;;1.510,146;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
68123;SANTA MARIA AUTOPRODUTOR I5;SANTA MARIA CIA DE PAPEL E CELULOSE;;1.289,104;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
68126;TIGRE MATERIAIS CL NE;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;;322,120;306,478;294,608;319,848;311,958;349,689;417,234;422,392;464,248;480,943;501,269;452,834
68126;TIGRE MATERIAIS CL NE;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;;255,597;234,816;177,096;187,116;165,609;171,216;216,242;204,704;256,358;267,574;320,688;267,242
68126;TIGRE MATERIAIS CL NE;TIGRE MATERIAIS E SOLUCOES PARA CONSTRUCAO LTDA.;;260,020;236,216;168,329;302,411;370,169;369,874;462,349;410,209;394,102;415,818;302,849;247,573
68128;AGUATIVA;AGUATIVA GOLF RESORT S/A;;101,214;80,050;100,912;72,474;64,238;62,935;53,149;61,890;70,600;84,946;97,540;93,234
68128;AGUATIVA;AGUATIVA GOLF RESORT S/A;;78,450;55,758;57,705;41,772;29,607;25,244;25,571;26,491;38,930;50,517;61,525;61,241
68128;AGUATIVA;AGUATIVA GOLF RESORT S/A;;78,259;54,447;56,646;65,818;66,324;49,319;62,846;62,047;59,311;83,565;60,725;66,553
68129;BLUAMERICA COUROS;BLUAMERICA INDUSTRIA E COMERCIO DE COUROS LTDA;;99,611;94,328;111,533;96,045;95,964;104,356;97,305;91,927;87,210;86,737;88,327;94,307
68129;BLUAMERICA COUROS;BLUAMERICA INDUSTRIA E COMERCIO DE COUROS LTDA;;69,267;61,327;60,022;49,107;54,064;50,590;56,238;50,273;46,449;47,593;50,072;56,175
68129;BLUAMERICA COUROS;BLUAMERICA INDUSTRIA E COMERCIO DE COUROS LTDA;;72,672;69,495;64,522;76,301;109,990;96,003;110,123;94,366;63,377;72,210;51,535;61,733
68132;COPEL COM CE;COPEL COMERCIALIZACAO S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;435,388;375,021
68132;COPEL COM CE;COPEL COMERCIALIZACAO S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;232,893;199,833
68132;COPEL COM CE;COPEL COMERCIALIZACAO S.A.;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;194,943;170,300
68133;SAMA MG;SAMA SANTA MARTA SIDERURGIA LTDA;;252,638;255,975;286,928;114,120;245,762;264,788;241,444;254,003;258,365;260,207;271,069;282,642
68133;SAMA MG;SAMA SANTA MARTA SIDERURGIA LTDA;;145,797;145,541;150,885;51,847;110,269;105,552;112,804;112,934;122,606;129,981;143,147;150,889
68133;SAMA MG;SAMA SANTA MARTA SIDERURGIA LTDA;;125,884;128,125;122,964;59,432;203,060;175,827;214,465;207,990;160,796;179,046;118,894;128,900
68134;OUROLAC;OUROLAC INDUSTRIA DE ALIMENTOS S/A;;196,160;185,082;190,567;187,551;214,614;185,833;185,014;205,509;227,466;233,337;220,609;226,830
68134;OUROLAC;OUROLAC INDUSTRIA DE ALIMENTOS S/A;;131,809;125,845;107,138;103,964;110,799;86,340;99,492;96,790;106,607;126,231;138,487;146,195
68134;OUROLAC;OUROLAC INDUSTRIA DE ALIMENTOS S/A;;126,320;121,601;102,331;160,379;233,129;157,099;205,776;191,013;152,952;197,592;118,084;132,146
68141;NOVA TROPI MATRIZ;NOVA TROPI GESTAO DE EMPREENDIMENTOS LTDA.;;174,838;161,718;204,857;154,382;138,341;144,383;0,000;0,000;0,000;0,000;0,000;0,000
68141;NOVA TROPI MATRIZ;NOVA TROPI GESTAO DE EMPREENDIMENTOS LTDA.;;181,496;155,938;161,397;124,082;81,292;75,641;0,000;0,000;0,000;0,000;0,000;0,000
68141;NOVA TROPI MATRIZ;NOVA TROPI GESTAO DE EMPREENDIMENTOS LTDA.;;239,263;201,775;202,843;256,410;273,888;218,469;0,000;0,000;0,000;0,000;0,000;0,000
68152;VIVO SABOR;VIVO SABOR ALIMENTACAO LTDA;;31,400;22,058;7,799;11,284;14,682;19,031;18,332;19,189;21,773;22,350;25,114;26,570
68152;VIVO SABOR;VIVO SABOR ALIMENTACAO LTDA;;18,239;12,593;3,750;6,387;12,207;12,212;15,811;15,698;17,695;19,869;22,503;23,147
68152;VIVO SABOR;VIVO SABOR ALIMENTACAO LTDA;;28,426;17,901;4,283;13,206;29,326;32,653;40,539;39,121;36,844;43,159;33,324;33,229
68153;FRICON;MERCOFRICON S/A;;0,000;0,000;0,000;123,753;110,591;88,371;90,757;109,019;112,313;119,840;127,520;102,356
68153;FRICON;MERCOFRICON S/A;;0,000;0,000;0,000;80,370;83,145;56,402;70,883;81,566;76,963;86,299;94,824;75,522
68153;FRICON;MERCOFRICON S/A;;0,000;0,000;0,000;158,016;188,819;123,018;167,214;184,704;149,692;172,411;131,819;108,341
68161;COOPNOROESTE;COOPNOROESTE - COOPERATIVA AGROPECUARIA DO OESTE DE MATO GROSSO LTDA;;182,816;173,127;205,461;159,704;152,582;139,831;111,729;107,191;139,967;148,530;190,965;180,210
68161;COOPNOROESTE;COOPNOROESTE - COOPERATIVA AGROPECUARIA DO OESTE DE MATO GROSSO LTDA;;104,665;96,775;101,617;77,785;69,407;58,042;57,837;55,961;77,617;83,175;109,427;119,409
68161;COOPNOROESTE;COOPNOROESTE - COOPERATIVA AGROPECUARIA DO OESTE DE MATO GROSSO LTDA;;102,726;94,483;88,526;110,933;141,323;117,085;128,245;133,235;124,318;129,424;100,615;121,864
68162;PIFPAFFPGO;RIO BRANCO ALIMENTOS S/A;;957,849;948,368;915,130;940,979;869,979;766,923;735,209;775,563;888,651;1.015,559;1.120,813;1.123,430
68162;PIFPAFFPGO;RIO BRANCO ALIMENTOS S/A;;655,218;610,079;596,856;533,845;504,036;420,568;494,037;479,770;525,203;585,078;650,581;620,583
68162;PIFPAFFPGO;RIO BRANCO ALIMENTOS S/A;;752,042;677,551;589,550;753,594;934,442;780,513;967,244;955,396;786,983;882,377;675,768;650,973
68180;SEARA MATRIZ CL3 S;SEARA ALIMENTOS LTDA;;355,633;338,038;379,176;332,000;285,118;306,678;279,388;289,333;281,144;332,202;351,058;369,808
68180;SEARA MATRIZ CL3 S;SEARA ALIMENTOS LTDA;;297,273;276,572;276,964;211,545;175,597;166,045;181,280;174,558;187,952;222,389;255,125;272,123
68180;SEARA MATRIZ CL3 S;SEARA ALIMENTOS LTDA;;275,413;264,173;257,447;333,855;403,112;346,029;397,072;399,037;304,035;348,421;233,785;253,147
68201;MM CONTAGEM 2;MARELLI SISTEMAS AUTOMOTIVOS INDUSTRIA E COMERCIO BRASIL LTDA;;19,162;17,804;19,860;16,092;15,130;15,351;14,154;13,186;13,708;15,146;15,961;15,291
68201;MM CONTAGEM 2;MARELLI SISTEMAS AUTOMOTIVOS INDUSTRIA E COMERCIO BRASIL LTDA;;11,083;10,199;10,479;7,765;6,643;6,160;6,493;5,546;6,696;7,730;8,943;8,593
68201;MM CONTAGEM 2;MARELLI SISTEMAS AUTOMOTIVOS INDUSTRIA E COMERCIO BRASIL LTDA;;9,508;8,543;8,534;10,089;12,173;10,116;12,156;10,547;8,375;10,132;7,259;6,865
68202;COCAMAR CE;COCAMAR COOPERATIVA AGROINDUSTRIAL;;137,453;488,727;490,879;211,099;184,666;237,688;767,027;538,717;229,237;169,934;184,246;136,788
68202;COCAMAR CE;COCAMAR COOPERATIVA AGROINDUSTRIAL;;103,651;302,886;252,563;122,904;105,659;128,393;411,374;277,821;113,967;82,871;98,040;86,163
68202;COCAMAR CE;COCAMAR COOPERATIVA AGROINDUSTRIAL;;177,610;345,541;251,974;151,420;216,346;291,008;934,325;637,564;173,231;141,369;148,470;111,734
68221;AGROMAGGI CL SE;AGROPECUARIA MAGGI LTDA;;75,907;7,228;9,378;10,036;10,604;16,757;273,110;612,435;606,074;798,918;1.050,238;997,733
68221;AGROMAGGI CL SE;AGROPECUARIA MAGGI LTDA;;68,598;4,582;5,182;5,314;5,038;5,872;130,443;290,177;308,001;451,887;609,262;618,489
68221;AGROMAGGI CL SE;AGROPECUARIA MAGGI LTDA;;109,393;5,937;6,590;9,314;11,377;13,002;332,598;608,017;453,607;708,526;543,445;601,822
68224;PEP MOVEIS;P&P MOVEIS E CONFECCOES LTDA;;59,682;78,558;100,758;79,982;79,027;84,641;75,514;62,436;69,671;96,408;97,198;65,880
68224;PEP MOVEIS;P&P MOVEIS E CONFECCOES LTDA;;60,759;67,868;67,051;63,870;68,557;64,119;72,245;53,635;61,238;77,858;74,894;52,796
68224;PEP MOVEIS;P&P MOVEIS E CONFECCOES LTDA;;116,672;129,631;121,570;142,121;169,560;150,351;179,338;130,145;139,397;166,995;125,838;85,920
68225;POLLUX PLASTIC;POLLUX PLASTIC LTDA;;14,428;16,242;23,645;10,014;8,677;11,550;8,921;8,484;11,940;16,822;33,903;32,688
68225;POLLUX PLASTIC;POLLUX PLASTIC LTDA;;26,158;20,133;24,971;11,017;12,189;16,836;15,676;14,768;21,569;31,629;38,862;21,039
68225;POLLUX PLASTIC;POLLUX PLASTIC LTDA;;30,410;21,997;27,660;28,232;29,333;46,840;43,863;41,030;40,354;55,741;38,519;19,735
68232;GENERAL MILLS CL;GENERAL MILLS BRASIL ALIMENTOS LTDA.;;356,029;368,737;328,419;333,860;383,791;240,934;229,329;267,158;288,462;349,508;346,402;274,218
68232;GENERAL MILLS CL;GENERAL MILLS BRASIL ALIMENTOS LTDA.;;281,209;274,845;241,588;210,608;205,692;122,165;141,785;162,840;176,642;228,785;262,804;201,625
68232;GENERAL MILLS CL;GENERAL MILLS BRASIL ALIMENTOS LTDA.;;275,949;277,904;246,148;358,173;466,188;276,973;323,749;387,020;291,459;388,315;266,582;196,289
68234;EDAM1;ESSILOR DA AMAZONIA INDUSTRIA E COMERCIO LTDA;;800,349;735,099;859,538;796,747;741,890;746,862;194,936;184,142;205,897;213,318;238,541;213,102
68234;EDAM1;ESSILOR DA AMAZONIA INDUSTRIA E COMERCIO LTDA;;518,664;477,074;483,806;418,557;370,897;338,447;96,824;90,138;107,071;112,707;134,737;120,014
68234;EDAM1;ESSILOR DA AMAZONIA INDUSTRIA E COMERCIO LTDA;;519,463;472,936;450,474;611,706;743,314;627,944;194,556;172,290;149,538;161,745;121,772;103,542
68261;TORRE COMERCIAL ALPHAVILLE;CONDOMINIO COMPLEXO MADEIRA.;;44,138;36,019;39,098;36,400;31,775;30,861;27,209;28,260;33,275;35,990;39,839;41,284
68261;TORRE COMERCIAL ALPHAVILLE;CONDOMINIO COMPLEXO MADEIRA.;;39,043;29,292;27,830;22,297;19,212;15,550;16,824;16,780;20,413;23,239;27,776;30,587
68261;TORRE COMERCIAL ALPHAVILLE;CONDOMINIO COMPLEXO MADEIRA.;;59,224;43,807;41,266;49,276;48,407;35,414;40,986;38,455;43,413;51,960;39,885;43,403
68263;COSAN LUBRIFICANTES;COSAN LUBRIFICANTES E ESPECIALIDADES S.A.;;260,754;235,693;274,956;206,432;236,357;216,872;187,092;187,745;218,583;253,335;234,248;225,246
68263;COSAN LUBRIFICANTES;COSAN LUBRIFICANTES E ESPECIALIDADES S.A.;;216,799;204,187;202,084;155,306;144,367;123,685;131,227;124,360;153,220;177,079;181,986;183,301
68263;COSAN LUBRIFICANTES;COSAN LUBRIFICANTES E ESPECIALIDADES S.A.;;218,398;208,314;204,106;269,664;332,985;275,719;320,252;301,082;252,579;291,286;178,148;183,231
68270;FLORESTA CL;USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL;;115,252;110,578;132,752;126,193;13,521;36,676;36,202;31,870;14,597;2,052;91,225;129,867
68270;FLORESTA CL;USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL;;88,654;81,302;88,385;67,216;12,038;19,272;14,830;7,342;9,309;2,853;59,220;84,976
68270;FLORESTA CL;USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL;;93,218;82,442;91,329;125,240;43,891;30,605;27,933;27,087;0,000;5,473;52,745;78,430
68273;UNIME SALVADOR;IUNI EDUCACIONAL - UNIME SALVADOR LTDA;;16,871;13,591;7,640;4,659;3,923;3,991;3,659;0,000;0,000;0,000;0,000;0,000
68273;UNIME SALVADOR;IUNI EDUCACIONAL - UNIME SALVADOR LTDA;;13,032;9,795;3,971;2,215;1,649;1,553;1,606;0,000;0,000;0,000;0,000;0,000
68273;UNIME SALVADOR;IUNI EDUCACIONAL - UNIME SALVADOR LTDA;;15,995;10,690;2,933;2,770;2,929;2,408;2,903;0,000;0,000;0,000;0,000;0,000
68276;OETKER;DR. OETKER BRASIL LTDA.;;99,139;99,021;96,434;82,024;79,791;87,704;79,378;96,507;95,628;103,695;133,856;106,561
68276;OETKER;DR. OETKER BRASIL LTDA.;;67,835;47,397;55,422;53,452;48,874;46,868;52,015;57,575;60,762;68,273;80,927;65,834
68276;OETKER;DR. OETKER BRASIL LTDA.;;79,998;82,056;70,592;88,194;100,052;89,414;104,802;116,365;96,523;109,668;79,522;65,276
68277;ABENGOA AGROIN SAO LUIZ CL;ABENGOA BIOENERGIA AGROINDUSTRIA LTDA - EM RECUPERACAO JUDICIAL;;200,152;196,725;209,266;12,207;13,287;15,319;28,113;0,817;11,860;30,606;224,709;208,757
68277;ABENGOA AGROIN SAO LUIZ CL;ABENGOA BIOENERGIA AGROINDUSTRIA LTDA - EM RECUPERACAO JUDICIAL;;135,613;131,619;87,139;4,299;4,341;3,159;3,687;0,411;13,370;28,017;136,742;124,985
68277;ABENGOA AGROIN SAO LUIZ CL;ABENGOA BIOENERGIA AGROINDUSTRIA LTDA - EM RECUPERACAO JUDICIAL;;176,104;157,302;69,718;13,237;7,668;4,781;6,428;0,527;30,294;37,680;127,728;116,389
68285;SHB CL 2 SE;SHB COMERCIO E INDUSTRIA DE ALIMENTOS S.A.;;1.988,503;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
68285;SHB CL 2 SE;SHB COMERCIO E INDUSTRIA DE ALIMENTOS S.A.;;1.387,626;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
68285;SHB CL 2 SE;SHB COMERCIO E INDUSTRIA DE ALIMENTOS S.A.;;1.335,192;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
68322;SANTO INACIO CL;USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL;;16,401;10,977;16,111;8,990;1,659;0,647;1,766;0,118;1,987;0,455;9,442;12,467
68322;SANTO INACIO CL;USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL;;10,479;7,643;14,268;3,478;0,689;2,152;0,628;0,092;2,844;3,468;5,937;6,954
68322;SANTO INACIO CL;USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL;;13,643;11,813;10,724;4,365;0,945;1,313;0,817;0,286;1,349;0,228;4,134;5,961
68325;GLOBALPACK EI;GLOBALPACK INDUSTRIA E COMERCIO LTDA;;232,126;189,621;190,988;209,777;222,964;239,387;194,201;160,493;198,016;237,034;237,136;176,648
68325;GLOBALPACK EI;GLOBALPACK INDUSTRIA E COMERCIO LTDA;;166,050;135,589;127,683;115,070;111,402;106,747;104,081;83,429;112,944;136,500;143,353;117,529
68325;GLOBALPACK EI;GLOBALPACK INDUSTRIA E COMERCIO LTDA;;156,759;130,559;121,134;168,455;225,434;201,077;218,048;173,816;161,327;196,567;130,285;107,951
68331;NOVAFARMA;NOVAFARMA INDUSTRIA FARMACEUTICA LTDA;;241,622;258,869;265,811;243,885;236,185;247,987;207,636;238,264;257,681;235,510;278,159;213,873
68331;NOVAFARMA;NOVAFARMA INDUSTRIA FARMACEUTICA LTDA;;159,129;146,293;147,483;124,194;111,262;104,493;100,837;111,008;126,318;127,278;159,713;125,724
68331;NOVAFARMA;NOVAFARMA INDUSTRIA FARMACEUTICA LTDA;;169,544;151,911;142,424;188,435;238,691;199,553;223,059;223,001;184,915;198,502;139,611;122,405
68332;UNIMED VALE DO CAI;UNIMED VALE DO CAI/RS - COOPERATIVA DE ASSISTENCIA A SAUDE LTDA;;83,044;66,335;69,257;55,840;47,935;49,637;45,256;46,247;51,379;58,315;68,309;84,070
68332;UNIMED VALE DO CAI;UNIMED VALE DO CAI/RS - COOPERATIVA DE ASSISTENCIA A SAUDE LTDA;;56,210;41,417;39,520;31,482;25,066;22,008;24,844;23,840;28,058;33,706;41,851;50,660
68332;UNIMED VALE DO CAI;UNIMED VALE DO CAI/RS - COOPERATIVA DE ASSISTENCIA A SAUDE LTDA;;65,265;50,850;46,822;55,479;54,348;45,072;52,984;53,547;45,809;58,012;49,360;59,374
68336;ARMAZEM MATEUS 2;ARMAZEM MATEUS S.A.;;81,062;62,026;66,688;67,017;77,805;73,440;69,528;82,273;78,354;78,338;83,189;86,756
68336;ARMAZEM MATEUS 2;ARMAZEM MATEUS S.A.;;27,376;21,042;22,266;23,164;28,457;23,766;27,264;29,540;24,102;27,302;30,409;31,861
